Player,replication,avg_num_rounds,variance_rounds,sum_profits,mean_day_profits,variance_profits
Moderate_Risk:Martingale,192,39.733,958.34,-1220,-40.667,24252.989
Moderate_Risk:Martingale,193,49.733,1123.651,-592,-19.733,29807.375
Moderate_Risk:Martingale,194,39.833,1078.144,-856,-28.533,26975.223
Moderate_Risk:Martingale,195,47.933,1353.375,-678,-22.6,22506.11
Moderate_Risk:Martingale,196,48.433,1534.323,63,2.1,30713.748
Moderate_Risk:Martingale,197,43.8,981.269,-2280,-76.0,8042.552
Moderate_Risk:Martingale,198,48.667,1270.23,-613,-20.433,29615.013
Moderate_Risk:Martingale,199,36.267,759.03,-2215,-73.833,14072.833
Moderate_Risk:Martingale,200,37.9,780.3,-2197,-73.233,10719.013
Moderate_Risk:Martingale,201,59.5,1057.224,-288,-9.6,32549.421
Moderate_Risk:Martingale,202,41.033,964.999,-1026,-34.2,23315.062
Moderate_Risk:Martingale,203,48.267,1146.34,-506,-16.867,30342.051
Moderate_Risk:Martingale,204,43.933,918.616,-1272,-42.4,22909.49
Moderate_Risk:Martingale,205,50.3,1382.355,165,5.5,44740.534
Moderate_Risk:Martingale,206,38.8,1140.786,-1059,-35.3,23121.528
Moderate_Risk:Martingale,207,48.033,1126.654,-43,-1.433,36474.737
Moderate_Risk:Martingale,208,53.8,1021.821,-679,-22.633,29941.551
Moderate_Risk:Martingale,209,38.9,1345.197,84,2.8,40549.131
Moderate_Risk:Martingale,210,40.333,1146.299,-759,-25.3,35854.907
Moderate_Risk:Martingale,211,44.733,741.168,-2494,-83.133,8534.533
Moderate_Risk:Martingale,212,49.367,1489.757,-511,-17.033,25553.482
Moderate_Risk:Martingale,213,40.5,926.879,-1831,-61.033,14459.689
Moderate_Risk:Martingale,214,43.1,1172.852,-803,-26.767,28135.702
Moderate_Risk:Martingale,215,47.033,1111.068,-2252,-75.067,9004.133
Moderate_Risk:Martingale,216,54.467,1305.844,24,0.8,30519.959
Moderate_Risk:Martingale,217,44.067,1124.202,-1202,-40.067,31383.306
Moderate_Risk:Martingale,218,56.767,1350.461,1548,51.6,51264.8
Moderate_Risk:Martingale,219,45.267,1331.651,-181,-6.033,34684.102
Moderate_Risk:Martingale,220,34.367,931.551,-1480,-49.333,19386.782
Moderate_Risk:Martingale,221,46.267,1464.892,-412,-13.733,29368.892
Moderate_Risk:Martingale,222,44.567,1300.599,-1269,-42.3,18312.631
Moderate_Risk:Martingale,223,49.433,1434.737,-120,-4.0,31619.31
Moderate_Risk:Martingale,224,41.233,1007.426,-1927,-64.233,13877.289
Moderate_Risk:Martingale,225,53.267,970.202,-1018,-33.933,24009.72
Moderate_Risk:Martingale,226,42.467,908.12,-1132,-37.733,28253.651
Moderate_Risk:Martingale,227,47.6,1142.593,-777,-25.9,29245.886
Moderate_Risk:Martingale,228,49.733,1375.789,-450,-15.0,28044.966
